"Application Number","Incentive Amount","Total Cost","Host Customer Physical Zip Code"
"PGE-CSI-08786",13384,79905,95128
"PGE-CSI-63419",599,22491,95128
"PGE-CSI-36603",689,18329,95128
"PGE-CSI-45407",1526,33525,95128
"PGE-CSI-45261",478,13231.1,95128
"PGE-CSI-16135",7308,39308.16,95128
"PGE-CSI-09129",11470,54450,95128
"PGE-CSI-09397",5308,28672,95128
"PGE-CSI-43485",659,20506,95128
"PGE-CSI-24268",5286,37620.69,95128
"PGE-CSI-09733",4626,26379,95128
"PGE-CSI-45880",549,14145,95128
"PGE-CSI-10087",3072,34869,95128
"PGE-CSI-25791",1710,17556.5,95128
"PGE-CSI-25907",2618,45900,95128
"PGE-CSI-52448",1180,39725,95128
"PGE-CSI-46214",707,17275,95128
"PGE-CSI-63278",698,23256,95128
"PGE-CSI-44238",924,21981,95128
"PGE-CSI-67152",988,25644.6,95128
"PGE-CSI-57002",689,24029.25,95128
"PGE-CSI-02672",6368,23517.07,95128
"PGE-CSI-68063",258,11245.5,95128
"PGE-CSI-11293",7372,47878.52,95128
"PGE-CSI-27992",2223,26254,95128
"PGE-CSI-46656",595,25000,95128
"PGE-CSI-40546",1625,32291,95128
"PGE-CSI-11527",7193,36885,95128
"PGE-CSI-52051",684,14216.5,95129
"PGE-CSI-00165",6748,25383.2,95129
"PGE-CSI-29269",3131,46323.9,95129
"PGE-CSI-03113",8078,30780,95129
"PGE-CSI-44537",652,21071.6,95129
"PGE-CSI-51081",858,36224.6,95129
"PGE-CSI-67392",575,15963.6,95129
"PGE-CSI-29461",2833,30429,95129
"PGE-CSI-29469",1815,34238,95129
"PGE-CSI-29478",1559,35232,95129
"PGE-CSI-53204",1370,36000,95129
"PGE-CSI-65686",946,19881,95129
"PGE-CSI-46659",544,27500,95129
"PGE-CSI-03254",6908,29980,95129
"PGE-CSI-11147",5810,31904,95129
"PGE-CSI-11978",8423,44743.24,95129
"PGE-CSI-39395",1336,34314,95129
"PGE-CSI-30291",1638,20532,95129
"PGE-CSI-61707",490,14645,95129
"PGE-CSI-12586",2744,18144,95129
"PGE-CSI-12587",2468,18144,95129
"PGE-CSI-62245",563,16152.13,95129
"PGE-CSI-30529",4261,51699.69,95129
"PGE-CSI-60419",859,27411,95129
"PGE-CSI-50082",808,35250,95129
"PGE-CSI-30619",3414,53900,95129
"PGE-CSI-05843",9145,76375.89,95129
"PGE-CSI-48454",493,11940,95129
"PGE-CSI-31390",2466,40219.2,95129
"PGE-CSI-63071",415,10223,95129
"PGE-CSI-65785",395,12940,95129
"PGE-CSI-31584",2263,24480,95129
"PGE-CSI-31718",1571,16979.6,95129
"PGE-CSI-31756",1812,19307,95129
"PGE-CSI-53546",688,17910,95129
"PGE-CSI-47770",1102,29537.2,95129
"PGE-CSI-31953",2463,37506,95129
"PGE-CSI-50441",1505,30790,95129
"PGE-CSI-64214",347,12495,95129
"PGE-CSI-13564",5617,48843.3,95129
"PGE-CSI-13628",5730,35520,95129
"PGE-CSI-45673",1439,41125,95129
"PGE-CSI-53604",854,34514,95129
"PGE-CSI-32589",1927,30004.8,95129
"PGE-CSI-61283",399,14688,95129
"PGE-CSI-54235",701,35250,95129
"PGE-CSI-32857",1518,19507,95129
"PGE-CSI-53611",623,15707.51,95129
"PGE-CSI-57606",851,21518,95129
"PGE-CSI-42601",2412,40000,95129
"PGE-CSI-04436",4591,25049.03,95129
"PGE-CSI-34176",878,17342.3,95129
"PGE-CSI-36193",1631,31503,95129
"PGE-CSI-43885",957,33845,95129
"PGE-CSI-34871",988,20477.5,95129
"PGE-CSI-04691",8576,36810,95129
"PGE-CSI-35143",436,12756,95129
"PGE-CSI-15077",5623,36528,95129
"PGE-CSI-54528",1200,48621.6,95129
"PGE-CSI-55423",1009,32600,95129
"PGE-CSI-61833",362,14192.85,95129
"PGE-CSI-58795",1557,46650,95129
"PGE-CSI-60613",1343,39475,95129
"PGE-CSI-63227",666,23400,95129
"PGE-CSI-36420",889,20178.4,95129
"PGE-CSI-58276",534,28360,95129
"PGE-CSI-68303",617,25250,95129
"PGE-CSI-16008",9695,52970,95129
"PGE-CSI-37727",1093,25392,95129
"PGE-CSI-50246",718,19104,95129
"PGE-CSI-37298",1332,29906.27,95129
"PGE-CSI-37309",1340,29906.27,95129
"PGE-CSI-57998",930,29492.62,95129
"PGE-CSI-35813",1607,39409,95129
"PGE-CSI-37786",695,27258.38,95129
"PGE-CSI-38281",959,29366.4,95129
"PGE-CSI-39037",1532,34870.6,95129
"PGE-CSI-41138",1626,30202.51,95129
"PGE-CSI-56267",1142,37583.79,95129
"PGE-CSI-40456",1219,22765,95129
"PGE-CSI-62352",576,15940,95129
"PGE-CSI-62353",485,16860,95129
"PGE-CSI-40962",765,22880.8,95129
"PGE-CSI-17998",4173,20250,95129
"PGE-CSI-06361",6294,29125,95129
"PGE-CSI-00483",7388,53069.43,95129
"PGE-CSI-47472",845,33750,95129
"PGE-CSI-15136",4519,25421.2,95129
"PGE-CSI-42052",817,16906,95129
"PGE-CSI-53306",543,12860.38,95129
"PGE-CSI-43035",1625,33000,95129
"PGE-CSI-53483",636,20500,95129
"PGE-CSI-58050",767,17865,95129
"PGE-CSI-07036",8639,38811,95129
"PGE-CSI-63756",729,26250,95129
"PGE-CSI-43041",1372,30600,95129
"PGE-CSI-07293",4706,28690.45,95129
"PGE-CSI-16262",6963,46829.31,95129
"PGE-CSI-20476",2958,23395.55,95129
"PGE-CSI-20646",2189,15232.5,95129
"PGE-CSI-01017",8830,32790,95129
"PGE-CSI-20777",6422,45277,95129
"PGE-CSI-20849",4200,65530.39,95129
"PGE-CSI-48035",490,11850,95129
"PGE-CSI-07889",17018,68285,95129
"PGE-CSI-63625",775,27489,95129
"PGE-CSI-43712",1178,41648,95129
"PGE-CSI-39620",1339,29594.27,95129
"PGE-CSI-08179",4594,25500,95129
"PGE-CSI-21915",2158,14362,95129
"PGE-CSI-21916",2158,14362.3,95129
"PGE-CSI-08230",4872,34440,95129
"PGE-CSI-39603",1278,22763,95129
"PGE-CSI-01328",7873,30473,95129
"PGE-CSI-57130",535,15469,95129
"PGE-CSI-16467",4805,33278.33,95129
"PGE-CSI-22356",3313,24300,95129
"PGE-CSI-01401",6170,19998,95129
"PGE-CSI-39588",1687,28331,95129
"PGE-CSI-16139",4287,22787,95129
"PGE-CSI-22986",5538,51201.8,95129
"PGE-CSI-52284",976,23880,95129
"PGE-CSI-08788",9804,48457,95129
"PGE-CSI-08840",6224,32136,95129
"PGE-CSI-47884",871,20298,95129
"PGE-CSI-08958",6367,39351,95129
"PGE-CSI-01653",4745,18913,95129
"PGE-CSI-24013",7014,47150,95129
"PGE-CSI-37696",1555,36561,95129
"PGE-CSI-63019",380,5575.88,95129
"PGE-CSI-39911",1285,21845,95129
"PGE-CSI-24338",4769,34285.33,95129
"PGE-CSI-24359",2870,22159.32,95129
"PGE-CSI-01946",12799,50231,95129
"PGE-CSI-24598",5641,38672,95129
"PGE-CSI-37159",1413,29773,95129
"PGE-CSI-48354",940,25713,95129
"PGE-CSI-09693",4773,27943,95129
"PGE-CSI-24907",3765,29157.95,95129
"PGE-CSI-02039",8643,28709,95129
"PGE-CSI-62124",757,16493,95129
"PGE-CSI-25119",2621,41176.8,95129
"PGE-CSI-09974",3956,41408.14,95129
"PGE-CSI-25389",1730,26579.34,95129
"PGE-CSI-53731",613,19728,95129
"PGE-CSI-63262",641,33024,95129
"PGE-CSI-25745",3212,37065.66,95129
"PGE-CSI-25783",1716,33660,95129
"PGE-CSI-56182",652,21890,95129
"PGE-CSI-54498",380,10185,95129
"PGE-CSI-57289",424,16796.61,95129
"PGE-CSI-10618",4283,30135,95129
"PGE-CSI-37208",1501,36938,95129
"PGE-CSI-27011",2150,26380.92,95129
"PGE-CSI-27186",2916,55301.4,95129
"PGE-CSI-05280",6897,31889.72,95129
"PGE-CSI-68650",638,20212.55,95129
"PGE-CSI-40106",793,13797,95129
"PGE-CSI-11243",7500,38860.6,95129
"PGE-CSI-47017",1467,29000,95129
"PGE-CSI-11470",7825,57723.9,95129
"PGE-CSI-35542",1628,31345,95129
"PGE-CSI-28650",1664,22539.26,95129
"PGE-CSI-17286",35136,256256,95129
"PGE-CSI-28687",1663,24611,95129
"PGE-CSI-11742",5865,34827,95129
"PGE-CSI-65054",428,9449,95129
"PGE-CSI-11893",11827,63319,95130
"PGE-CSI-29787",618,13992,95130
"PGE-CSI-30675",1734,24098,95130
"PGE-CSI-61729",426,13744.5,95130
"PGE-CSI-31634",634,13964,95130
"PGE-CSI-16949",3939,22483,95130
"PGE-CSI-32132",2281,28672,95130
"PGE-CSI-33899",1229,39417,95130
"PGE-CSI-62273",1410,38975.96,95130
"PGE-CSI-34423",835,19627,95130
"PGE-CSI-65923",767,23004.38,95130
"PGE-CSI-34584",1434,27219.9,95130
"PGE-CSI-62296",899,30352,95130
"PGE-MASH-00195",128268,307818,95130
"PGE-CSI-40674",1371,36931,95130
"PGE-CSI-36963",996,17174.5,95130
"PGE-CSI-57644",1029,35226.1,95130
"PGE-CSI-16166",7541,43096,95130
"PGE-CSI-60321",392,14765.49,95130
"PGE-CSI-56397",530,16848,95130
"PGE-CSI-36239",685,25200,95130
"PGE-CSI-58815",905,28252,95130
"PGE-CSI-46079",894,17264,95130
"PGE-CSI-17594",4760,28786,95130
"PGE-CSI-46089",1095,26935.7,95130
